Link,Title,Modelo,Marca,Ano,Quilometragem,Preço
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/golf-gt-2013-860122861,Golf GT 2013,VW - VOLKSWAGEN GOLF GT 2.0 MI T. FLEX 8V 4P TIPTRONIC,VW - VOLKSWAGEN,2013,73000,R$ 55.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/208-griffe-1-6-aut-teto-multimidia-prata-apenas-59-000-km-2015-844178421,208 Griffe 1.6 aut. teto + multimidia prata - apenas 59.000 km 2015,PEUGEOT 208 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2015,58971,R$ 47.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-para-compra-do-seu-carro-novo-860113535,Oportunidade Para Compra Do Seu Carro Novo,HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,2014,60000,R$ 60.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-allure-com-teto-panoramico-impecavel-809545978,Peugeot Allure com Teto Panorâmico Impecável,PEUGEOT 308 ALLURE 2.0 FLEX 16V 5P AUT.,PEUGEOT,2014,77000,R$ 40.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jetta-2015-2016-2-0-comfortline-flex-4p-tiptronic-860092893,JETTA 2015/2016 2.0 COMFORTLINE FLEX 4P TIPTRONIC,VW - VOLKSWAGEN JETTA COMFORTLINE 2.0 T.FLEX 8V 4P TIPT.,VW - VOLKSWAGEN,2016,76000,R$ 69.788
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-countryman-835282607,Mini cooper countryman ,MINI COOPER COUNTRYMAN S 1.6 AUT.,MINI,2012,80000,R$ 68.000
https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/carro-fusion-titanium-2013-860083052,Carro Fusion Titanium 2013,FORD FUSION TITANIUM 2.0 GTDI ECO. AWD AUT.,FORD,2013,54925,R$ 67.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/etios-860069543,Etios ,TOYOTA ETIOS XS 1.5 FLEX 16V 5P AUT.,TOYOTA,2018,50000,R$ 50.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mercedes-c-180-860042704,Mercedes C 180,MERCEDES-BENZ C-180 CGI SPORT 1.6 TB 16V 156CV AUT.,MERCEDES-BENZ,2013,80000,R$ 68.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/veloster-2013-o-mais-top-da-categoria-858424842,Veloster 2013 o mais top da categoria ,HYUNDAI VELOSTER 1.6 16V  140CV AUT.,HYUNDAI,2013,64000,R$ 52.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/freemont-precision-7-lugares-baixissima-km-859957856,Freemont Precision 7 lugares baixíssima km,FIAT FREEMONT 2.4 16V 5P AUT.,FIAT,2012,66000,R$ 41.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/imperdivel-cruze-lt-1-8-16v-2013-749302987,Imperdivel - Cruze LT 1.8 16v - 2013,GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2013,73000,R$ 53.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/spin-ltz-completa-859924419,SPIN  LTZ  completa.,GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,2016,63500,R$ 48.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/r-43-000-abaixo-da-fipe--2015-859920857,"R$ 43,000 (ABAIXO DA FIPE)!!! 2015",HYUNDAI TUCSON 2.0 16V FLEX AUT.,HYUNDAI,2015,70000,R$ 43.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jetta-confortline-2-0-2015-859918644,Jetta Confortline 2.0 - 2015,VW - VOLKSWAGEN JETTA COMFORTLINE 2.0 T.FLEX 8V 4P TIPT.,VW - VOLKSWAGEN,2015,41000,R$ 67.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-edge-impecavel-859895193,Ford Edge (impecável),FORD EDGE SEL 3.5 V6  24V FWD AUT.,FORD,2012,78000,R$ 69.000
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/gm-cruze-859857940,GM Cruze ,GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2012,70449,R$ 45.000
https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-griffe-at-1-6-2017-abaixo-fipe-859845198,Peugeot / 2008 griffe AT 1.6 2017 abaixo fipe,PEUGEOT 2008 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2017,74850,R$ 57.250
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/focus-titanium-hatch-impecavel-859802474,Focus titanium hatch impecavel,FORD FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,FORD,2015,62000,R$ 55.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/spin-ltz-7-lugares-859802332,Spin Ltz 7 lugares,GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,2015,61500,R$ 49.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-s-1-6-turbo-com-apenas-48-000-km-859801747,Mini Cooper S 1.6 Turbo Com Apenas 48.000 km,MINI COOPER S 1.6 AUT.,MINI,2012,48000,R$ 60.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/c4-lounge-tendance-1-6-thp-2017-abaixo-de-tabela-859773053,C4 Lounge Tendance 1.6 THP 2017 - Abaixo de Tabela,CITROEN C4 LOUNGE TENDANCE 1.6 TURBO FLEX AUT.,CITROEN,2017,54500,R$ 55.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sucata-tracker-2016-1-8-16v-811929508,Sucata Tracker 2016 1.8 16v,GM - CHEVROLET TRACKER LTZ 1.8 16V FLEX 4X2 AUT.,GM - CHEVROLET,2016,54741,R$ 60.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/focus-heat-2-0-titanium-2014-859692837,"Focus heat 2,0 titânium 2014",FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,FORD,2014,62000,R$ 52.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-ex-1-5-automatico-2016-859666394,Honda Fit EX 1.5 Automático - 2016,HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,2016,70100,R$ 59.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/c3-automatico-859661071,c3 automatico ,CITROEN C3 EXCLUSIVE 1.5 FLEX 8V 5P MEC.,CITROEN,2016,57000,R$ 45.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/veloster-2013-859660838,Veloster 2013,HYUNDAI VELOSTER 1.6 16V  140CV AUT.,HYUNDAI,2013,77000,R$ 48.999
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2-0-se-automatico-859659023,Ford Focus 2.0 SE Automático,FORD FOCUS,FORD,2016,62000,R$ 57.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/2008-griffe-aut-top-de-linha-teto-panoramico-placa-i-zero-208-308-jeep-ix35-eco-859603615,2008 Griffe Aut Top de Linha Teto Panorâmico Placa I Zero - 208 308 Jeep Ix35 Eco,PEUGEOT 2008 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2016,42000,R$ 58.900
https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/c4-picasso-859596628,C4 Picasso,CITROEN C4 PICASSO/PIC. LA LUNA 2.0 16V  AUT.,CITROEN,2013,80000,R$ 43.800
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/cobalt-elite-2017-novo-859595575,Cobalt Elite 2017 NOVO,GM - CHEVROLET COBALT ELITE 1.8 8V ECONO.FLEX 4P AUT.,GM - CHEVROLET,2017,48000,R$ 53.800
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-hb-1-8-sport-automatico-859588265,Cruze Lt HB 1.8 Sport Automático,GM - CHEVROLET CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,2013,78000,R$ 49.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jetta-2-0-impecavel-857826558,Jetta 2.0 impecável ,VW - VOLKSWAGEN JETTA COMFORTLINE 2.0 T.FLEX 8V 4P TIPT.,VW - VOLKSWAGEN,2014,77000,R$ 59.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/focus-titanium-859551049,Focus Titanium,FORD FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,FORD,2013,80000,R$ 45.000
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2013-859546767,Toyota corolla 2013 ,TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2013,73520,R$ 59.700
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-1-6-titanium-at-859487555,FORD FIESTA 1.6 TITANIUM AT,FORD SEDAN TITANIUM 1.6 POWERSHIFT,FORD,2014,60300,R$ 47.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/elantra-2-0-flex-automatico-2012-13-859481579,Elantra 2.0 Flex Automático 2012/13,HYUNDAI ELANTRA 2.0 16V FLEX AUT.,HYUNDAI,2013,72000,R$ 50.200
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/elantra-gls-un-dono-35m-km-rara-oportunidade-859470307,Elantra GLS - Un dono(35m km) Rara oportunidade,HYUNDAI ELANTRA GLS 1.8 16V AUT.,HYUNDAI,2013,35000,R$ 54.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/c4-lounge-exclusive-1-6-thp-flex-819730411,C4 Lounge Exclusive 1.6 THP Flex,CITROEN C4 LOUNGE EXCLUSIVE 1.6 TURBO FLEX AUT.,CITROEN,2018,43351,R$ 69.800
https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/ecosport-859450353,Ecosport,FORD ECOSPORT FREESTYLE 1.5 12V FLEX 5P AUT.,FORD,2018,41000,R$ 70.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-unica-dona-859425067,Hb20 única dona,HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,2018,49440,R$ 61.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-titanium-2-0-16v-flex-5p-aut-859377063,FORD ECOSPORT TITANIUM 2.0 16V FLEX 5P AUT,FORD ECOSPORT TITANIUM 2.0 16V FLEX 5P AUT.,FORD,2014,69000,R$ 46.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/tucson-2015-2016-859350519,Tucson 2015/2016,HYUNDAI TUCSON 2.0 16V FLEX AUT.,HYUNDAI,2016,35000,R$ 55.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/tracker-ltz-top-de-linha-859315783,Tracker LTZ top de linha,GM - CHEVROLET TRACKER LTZ 1.8 16V FLEX 4X2 AUT.,GM - CHEVROLET,2014,55000,R$ 63.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/veiculo-impecavel-para-pessoas-exigentes-ford-focus-power-shift-2015-859292587,Veículo impecável para pessoas exigentes Ford Focus Power shift 2015,FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,FORD,2015,56000,R$ 48.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/fit-lx-1-5-flex-aut-apenas-30-000km-843157395,FIT LX 1.5 FLEX AUT apenas 30.000km,HONDA FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,2016,30200,R$ 64.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fuzion-segundo-dono-857476590,Fuzion segundo dono ,FORD FUSION 2.5L I-VCT FLEX AUT.,FORD,2014,64000,R$ 59.999
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-whatsapp-859256554,Jeep renegade Whatsapp *,JEEP RENEGADE1.8 4X2 FLEX 16V AUT.,JEEP,2017,36000,R$ 67.000
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/golf-1-6-automatico-2016-859247444,Golf 1.6 Automático 2016,VW - VOLKSWAGEN GOLF COMFORTLINE 1.6 MSI TOTAL FLEX AUT.,VW - VOLKSWAGEN,2016,44000,R$ 68.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-lt-sport6-2016-impecavel-unico-dono-859245314,Chevrolet Cruze LT Sport6 2016 *IMPECÁVEL / ÚNICO DONO ,GM - CHEVROLET CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,2016,65000,R$ 64.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ecosport-titanium-2-0-2014-859151615,Ecosport Titanium 2.0 2014,FORD ECOSPORT TITANIUM 2.0 16V FLEX 5P AUT.,FORD,2014,31000,R$ 54.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/spin-active-2016-859125960,Spin Active 2016,GM - CHEVROLET SPIN ACTIV 1.8 8V ECONO. FLEX 5P AUT.,GM - CHEVROLET,2016,58000,R$ 51.300
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fusion-2-5-flex-c-teto-solar-859124002,Fusion 2.5 Flex C/Teto Solar,FORD FUSION 2.5L I-VCT FLEX AUT.,FORD,2015,65800,R$ 68.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/troco-peugeot-2018-6-mil-abaixo-da-fipe-859111815,Troco Peugeot 2018 ! 6 mil abaixo da Fipe ,PEUGEOT 2008,PEUGEOT,2018,45000,R$ 50.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-sentra-sv-2018-859096626,Nissan Sentra SV 2018,NISSAN SENTRA SV 2.0 FLEXSTART 16V AUT.,NISSAN,2018,32530,R$ 66.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/focus-sedan-titanium-plus-o-mais-completo-da-categoria-com-teto-solar-park-assist-e-mais-834149778,"Focus Sedan Titanium Plus O mais completo da categoria, com teto solar, park assist e mais",FORD FOCUS SED. TI./TI.PLUS 2.0 16V FLEX  AUT,FORD,2015,54000,R$ 62.000
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-dynamique-2-0-16v-4x2-flex-859061411,Renault Duster Dynamique 2.0 16v 4x2 (Flex),RENAULT DUSTER DYNAMIQUE 2.0  HI-FLEX 16V AUT.,RENAULT,2016,74008,R$ 58.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/new-fiesta-titanium-859021013,New Fiesta Titanium!,FORD FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,FORD,2014,71000,R$ 41.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/i-30-1-8-aut-833971638,I 30 1.8 Aut,HYUNDAI I30 1.8 16V AUT. 5P,HYUNDAI,2015,65000,R$ 63.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/polo-confortline-1-0-aut-200tsi-858974388,Polo Confortline 1.0 Aut. 200TSI,VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,2018,70000,R$ 65.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/veloster-mais-cuidado-duvido-858970166,Veloster mais cuidado duvido!!!,HYUNDAI VELOSTER 1.6 16V  140CV AUT.,HYUNDAI,2012,65143,R$ 46.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/cruze-hatch-lt-1-8-automatico-sport6-858888189,Cruze Hatch LT 1.8 Automático Sport6 ,GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2013,80000,R$ 49.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/focus-titanium-858854955,Focus Titanium ,FORD FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,FORD,2015,74000,R$ 54.500
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/golf-2-0-mi-automatico-858838812,Golf 2.0 MI Automático ,VW - VOLKSWAGEN GOLF 2.0/ 2.0 MI FLEX AUT/TIPTRONIC.,VW - VOLKSWAGEN,2013,77000,R$ 47.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-1-6-s-2013-azul-unico-dono-858829796,Mini Cooper 1.6 S 2013 Azul - único dono,MINI COOPER S 1.6 AUT.,MINI,2013,69541,R$ 59.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/camionete-858739036,Camionete ,LIFAN X60 VIP 1.8 16V 128CV 5P AUT.,LIFAN,2018,40000,R$ 59.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/ford-new-focus-sedan-titanium-2-0-flex-automatico-2016-858720513,Ford new Focus sedan titanium 2.0 Flex automático 2016,FORD FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,FORD,2016,50000,R$ 57.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/compro-golf-tsi-highline-2014-858716411,Compro Golf TSI Highline 2014,VW - VOLKSWAGEN GOLF HIGHLINE 1.4 TSI 140CV AUT.,VW - VOLKSWAGEN,2014,50000,R$ 60.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/new-fiesta-1-6-at-titanium-2014-858667408,New Fiesta 1.6 AT Titanium 2014,FORD FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,FORD,2014,63000,R$ 42.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/spin-2016-45mil-km-858646968,Spin 2016 45mil\km,GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,2016,45000,R$ 51.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/altima-top-858644292,Altima top,NISSAN ALTIMA SL 2.5 16V 4P AUT.,NISSAN,2014,63000,R$ 48.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-1-3-x-4p-858616923,Toyota Etios 1.3 x 4P,TOYOTA ETIOS X 1.3 FLEX 16V 5P AUT.,TOYOTA,2018,42000,R$ 51.800
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-tiguan-2-0-tsi-4p-858615911,Volkswagen Tiguan 2.0 TSI 4P,VW - VOLKSWAGEN TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5P,VW - VOLKSWAGEN,2014,80000,R$ 69.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gm-captiva-sport-2-4-858608368,GM Captiva Sport 2.4,GM - CHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CV,GM - CHEVROLET,2016,54000,R$ 68.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-ltz-1-8-858586647,Chevrolet Cruze LTZ 1.8,GM - CHEVROLET CRUZE LTZ 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2013,76000,R$ 57.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/veloster-1-6-c-teto-2013-858585808,Veloster 1.6 c/ Teto 2013,HYUNDAI VELOSTER,HYUNDAI,2013,73000,R$ 52.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-city-lx-flex-automatico-858554349,Honda City LX Flex Automático,HONDA CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,HONDA,2013,80000,R$ 41.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/venda-858554267,Venda,FORD FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,FORD,2014,77000,R$ 50.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/aircross-shine-2018-858544682,Aircross Shine 2018,CITROEN AIRCROSS SHINE 1.6 FLEX 16V 5P AUT.,CITROEN,2018,64200,R$ 59.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-858534767,Honda fit,HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,2016,58000,R$ 62.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sucata-cruze-1-8-16v-automatico-832637315,Sucata Cruze 1.8 16V Automático,GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2014,71614,R$ 40.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-858439576,Cruze LT ,GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2012,79999,R$ 47.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jetta-tsi-highline-bx-kilometragem-revisado-858427746,Jetta Tsi highline bx kilometragem revisado,VW - VOLKSWAGEN JETTA HIGHLINE 2.0 TSI 16V 4P TIPTRONIC,VW - VOLKSWAGEN,2013,53000,R$ 59.000
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/cruze-sedan-lt-858408850,Cruze sedan lt,GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2015,60900,R$ 61.800
https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-spin-activ-1-8-8v-flex-automatico-858406930,Chevrolet SPIN ACTIV 1.8 8v Flex Automático,GM - CHEVROLET SPIN ACTIV 1.8 8V ECONO. FLEX 5P AUT.,GM - CHEVROLET,2016,70000,R$ 48.799
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/honda-city-1-5-lx-automatico-858405226,Honda city 1.5 lx automatico,HONDA CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,HONDA,2017,39000,R$ 65.800
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-sedan-titanium-2-0-flex-automatico-858386166,Ford/Focus Sedan Titanium 2.0 - Flex - Automático,FORD FOCUS SED. TI./TI.PLUS 2.0 16V FLEX  AUT,FORD,2015,71500,R$ 54.900
